ruta,tamano_bytes,motivo
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/SERVICIOS/control_inteligente_movimientos_stock.py",4471,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/SERVICIOS/detector_anomalias_compras.py",13542,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/SERVICIOS/detector_campos_linea_factura.py",6313,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/SERVICIOS/detector_documentos_excel.py",9689,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/SERVICIOS/detector_proveedores_pdf.py",9295,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/SERVICIOS/ejecutor_importador_universal_facturas.py",4405,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/SERVICIOS/generador_inteligente_respuestas.py",3946,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/SERVICIOS/historico_inteligente_precios.py",5255,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/SERVICIOS/historico_inteligente_stock.py",5976,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/SERVICIOS/importador_articulos_excel.py",9184,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/SERVICIOS/importador_escandallos_excel.py",8831,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/SERVICIOS/importador_inventario_excel.py",12815,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/SERVICIOS/lector_completo_lineas_factura.py",4470,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/SERVICIOS/lector_excel.py",7064,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/SERVICIOS/lector_facturas_con_ocr.py",4544,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/SERVICIOS/lector_pdf_facturas.py",7842,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/SERVICIOS/mapeador_columnas_excel.py",9930,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/SERVICIOS/memoria_conversacional_308.py",5576,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/SERVICIOS/motor_alertas_escandallos.py",5072,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/SERVICIOS/motor_alertas_produccion.py",5399,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/SERVICIOS/motor_alertas_stock.py",5538,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/SERVICIOS/motor_conversacional_308.py",4819,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/SERVICIOS/motor_inteligente_pedidos.py",7801,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/SERVICIOS/motor_ocr_simulado.py",3654,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/SERVICIOS/motor_optimizacion_carta.py",12392,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/SERVICIOS/motor_recomendaciones_compras.py",2156,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/SERVICIOS/optimizador_inteligente_produccion.py",12726,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/SERVICIOS/optimizador_inteligente_recetas.py",6518,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/SERVICIOS/optimizador_stock.py",5592,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/SERVICIOS/parser_lineas_factura.py",8816,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/SERVICIOS/planificador_inteligente_produccion.py",7259,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/SERVICIOS/prediccion_inteligente_precios.py",5252,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/SERVICIOS/prediccion_inteligente_rentabilidad.py",6703,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/SERVICIOS/prediccion_necesidades_stock.py",7748,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/SERVICIOS/prediccion_roturas_stock.py",4148,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/SERVICIOS/reconciliador_inteligente_stock.py",5673,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/SERVICIOS/reconciliador_stock_factura.py",4123,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/SERVICIOS/relacionador_automatico_articulos_factura.py",9471,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/SERVICIOS/replanificador_inteligente_produccion.py",6568,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/SERVICIOS/resolutor_conflictos_excel.py",14977,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/SERVICIOS/resumen_ejecutivo_importaciones.py",3865,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/SERVICIOS/selector_inteligente_motores.py",4420,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/SERVICIOS/simulador_costes_escandallos.py",6515,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/SERVICIOS/stock_por_ubicaciones.py",7636,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/SERVICIOS/validador_corrector_ocr.py",3464,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/SERVICIOS/validador_lineas_factura.py",8711,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/SERVICIOS/validador_relaciones_articulos_factura.py",4772,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/SERVICIOS/__init__.py",0,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/TESTS/test_actualizador_inteligente_precios_factura.py",2198,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/TESTS/test_actualizador_inteligente_stock_factura.py",1990,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/TESTS/test_alertas_inteligentes_precios.py",1859,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/TESTS/test_alertas_inteligentes_stock.py",1818,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/TESTS/test_analizador_inteligente_compras.py",2407,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/TESTS/test_analizador_inteligente_escandallos.py",1640,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/TESTS/test_analizador_inteligente_produccion.py",1410,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/TESTS/test_analizador_inteligente_stock.py",1544,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/TESTS/test_analizador_lenguaje_natural.py",943,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/TESTS/test_app_base_ejecutable.py",1660,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/TESTS/test_aprendizaje_relacion_proveedor.py",2561,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/TESTS/test_asignador_recursos_produccion.py",1396,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/TESTS/test_asistente_conversacional.py",3119,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/TESTS/test_asistente_importacion_excel.py",3738,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/TESTS/test_asistente_inteligente_host_ai_308.py",996,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/TESTS/test_auditoria_importaciones_universales.py",2375,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/TESTS/test_auditoria_tecnica_host_ai_351.py",986,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/TESTS/test_automatizador_inteligente_308.py",1327,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/TESTS/test_base_actualizacion_precios_factura.py",1859,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/TESTS/test_base_actualizacion_stock_factura.py",1812,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/TESTS/test_base_datos_local.py",2109,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/TESTS/test_base_importador_universal_facturas.py",2372,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/TESTS/test_base_ocr_documentos.py",1785,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/TESTS/test_buscador_articulos_parecidos.py",2642,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/TESTS/test_cierre_escandallos_inteligentes.py",2262,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/TESTS/test_cierre_gestion_inteligente_stock.py",1493,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/TESTS/test_cierre_ia_conversacional_308.py",861,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/TESTS/test_cierre_importador_universal.py",1339,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/TESTS/test_cierre_inteligencia_compras.py",2102,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/TESTS/test_cierre_inteligente_produccion.py",1408,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/TESTS/test_comparador_historico_escandallos.py",2102,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/TESTS/test_comparador_inteligente_proveedores.py",1261,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/TESTS/test_comparador_proveedores_precios.py",1993,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/TESTS/test_control_ejecucion_produccion.py",1954,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/TESTS/test_control_inteligente_movimientos_stock.py",1592,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/TESTS/test_detector_anomalias_compras.py",3235,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/TESTS/test_detector_campos_linea_factura.py",1792,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/TESTS/test_detector_documentos_excel.py",3068,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/TESTS/test_detector_proveedores_pdf.py",2437,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/TESTS/test_ejecutor_importador_universal_facturas.py",2475,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/TESTS/test_escandallos_inteligentes_3071_3072.py",1563,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/TESTS/test_escandallos_inteligentes_3071_3072_3073_3074.py",2712,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/TESTS/test_escandallos_inteligentes_3071_3072_3073_3074_3075_3076.py",2815,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/TESTS/test_escandallos_inteligentes_3071_3072_3073_3074_3075_3076_3077_3078.py",3621,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/TESTS/test_generador_inteligente_respuestas.py",1215,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/TESTS/test_gestion_inteligente_stock_3051_3052.py",1620,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/TESTS/test_gestion_inteligente_stock_3051_3052_3053_3054.py",2331,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/TESTS/test_gestion_inteligente_stock_3051_3052_3053_3054_3055_3056.py",2936,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/TESTS/test_gestion_inteligente_stock_3051_3052_3053_3054_3055_3056_3057_3058.py",2258,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/TESTS/test_historico_inteligente_precios.py",1930,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/TESTS/test_historico_inteligente_stock.py",1758,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/TESTS/test_host_ai_3_0_completo.py",1373,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/TESTS/test_ia_conversacional_3081_3082.py",1169,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/TESTS/test_ia_conversacional_3081_3082_3083_3084.py",1511,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/TESTS/test_ia_conversacional_3081_3082_3083_3084_3085_3086.py",1903,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/TESTS/test_ia_conversacional_3081_3082_3083_3084_3085_3086_3087_3088.py",2361,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/TESTS/test_importador_articulos_excel.py",2714,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/TESTS/test_importador_escandallos_excel.py",2979,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/TESTS/test_importador_inventario_excel.py",3177,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/TESTS/test_inteligencia_compras_3041_3042_3043_3044.py",3177,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/TESTS/test_inteligencia_compras_3041_3042_3043_3044_3045_3046.py",3134,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/TESTS/test_inteligencia_compras_3041_3042_3043_3044_3045_3046_3047_3048.py",3506,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/TESTS/test_lector_completo_lineas_factura.py",1757,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/TESTS/test_lector_excel.py",2828,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/TESTS/test_lector_facturas_con_ocr.py",2373,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/TESTS/test_lector_pdf_facturas.py",2740,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/TESTS/test_mapeador_columnas_excel.py",3201,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/TESTS/test_memoria_conversacional_308.py",1364,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/TESTS/test_modelos_lineas_factura.py",1974,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/TESTS/test_modelos_relacion_articulos_factura.py",2066,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/TESTS/test_modulo_costes_inteligente.py",5217,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/TESTS/test_motor_alertas_escandallos.py",1363,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/TESTS/test_motor_alertas_produccion.py",1390,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/TESTS/test_motor_alertas_stock.py",1524,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/TESTS/test_motor_conversacional_308.py",1236,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/TESTS/test_motor_escandallos_inteligente.py",4246,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/TESTS/test_motor_ia_culinaria.py",3604,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/TESTS/test_motor_inteligente_pedidos.py",1736,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/TESTS/test_motor_ocr_simulado.py",1851,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/TESTS/test_motor_optimizacion_carta.py",2606,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/TESTS/test_motor_produccion_real.py",4225,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/TESTS/test_motor_recomendaciones_compras.py",1019,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/TESTS/test_optimizador_inteligente_produccion.py",2080,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/TESTS/test_optimizador_inteligente_recetas.py",2182,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/TESTS/test_optimizador_stock.py",1546,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/TESTS/test_parser_lineas_factura.py",1997,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/TESTS/test_pipeline_compras.py",2470,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/TESTS/test_pipeline_produccion_completa.py",3301,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/TESTS/test_pipeline_stock.py",2877,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/TESTS/test_planificador_inteligente_produccion.py",1429,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/TESTS/test_prediccion_inteligente_precios.py",2111,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/TESTS/test_prediccion_inteligente_rentabilidad.py",2031,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/TESTS/test_prediccion_necesidades_stock.py",1450,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/TESTS/test_prediccion_roturas_stock.py",1249,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/TESTS/test_produccion_3061_3062.py",1443,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/TESTS/test_produccion_3061_3062_3063_3064.py",1891,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/TESTS/test_produccion_3061_3062_3063_3064_3065_3066.py",2768,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/TESTS/test_produccion_3061_3062_3063_3064_3065_3066_3067_3068.py",3482,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/TESTS/test_reconciliador_inteligente_stock.py",1591,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/TESTS/test_reconciliador_stock_factura.py",1866,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/TESTS/test_registro_pipelines_api.py",2776,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/TESTS/test_relacionador_automatico_articulos_factura.py",2799,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/TESTS/test_replanificador_inteligente_produccion.py",1750,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/TESTS/test_resolucion_conflictos_excel.py",2885,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/TESTS/test_resumen_ejecutivo_importaciones.py",2030,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/TESTS/test_selector_inteligente_motores.py",1106,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/TESTS/test_simulador_costes_escandallos.py",1992,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/TESTS/test_stock_por_ubicaciones.py",1673,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/TESTS/test_validador_corrector_ocr.py",1322,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/TESTS/test_validador_lineas_factura.py",2665,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/TESTS/test_validador_relaciones_articulos_factura.py",2220,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/__pycache__/demo_host_ai_3.cpython-313.pyc",2110,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/__pycache__/main.cpython-313.pyc",713,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/TESTS/__pycache__/test_actualizador_inteligente_precios_factura.cpython-313.pyc",3694,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/TESTS/__pycache__/test_actualizador_inteligente_stock_factura.cpython-313.pyc",3500,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/TESTS/__pycache__/test_alertas_inteligentes_precios.cpython-313.pyc",3327,"copia_anidada_del_proyecto"
